player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,pid,type,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Roti Ware,Stephen F. Austin,16,74.2,104.6,19.4,52.4,56.03,1.0,10.4,13.0,21.5,37,46,0.804,62,118,0.525,18,52,0.34600000000000003,0.9,3.0,27.1,Sr,03-Jun,1.72976,100.20100000000001,2.1,2022,70495,all,98.7029,101.852,2.9401599999999997,102.104,-0.21427100000000002,-0.10391600000000001,-0.110355,1.02952,33.1579,0.635343,0.39418000000000003,0.2105,2.8421,3.0526,2.6842,1.8947,0.2105,12.9474
Trey Diggs,Bowling Green,25,57.7,116.8,21.2,52.9,56.22,5.7,13.6,7.5,9.5,45,56,0.804,37,78,0.474,55,148,0.37200000000000005,0.4,2.6,24.8,Sr,06-Jun,2.53832,116.93799999999999,2.8,2022,70496,all,102.836,101.335,2.07672,114.16,2.91315,3.75029,-0.837144,5.3604199999999995,23.3077,5.16519,0.195226,1.3462,3.0,4.3462,0.9231,1.0385,0.0769,11.4615
Isaac Elsasser,Bowling Green,11,2.2,41.6,16.0,20.0,19.11,0.0,20.1,0.0,0.0,1,6,0.16699999999999998,1,2,0.5,0,3,0.0,0.0,0.0,120.0,Jr,04-Jun,-0.324694,37.9382,1.8,2022,70497,all,106.391,106.381,0.143246,3.67705,-16.785999999999998,-10.0813,-6.7046399999999995,-16.3981,1.9167,-11.5211,-4.87705,0.0,0.3333,0.3333,0.0,0.0,0.0,0.25
Rahmir Moore,Saint Joseph's,20,51.3,83.6,15.1,32.1,40.25,3.8,8.8,13.2,19.8,27,35,0.7709999999999999,21,56,0.375,4,28,0.14300000000000002,0.2,1.7,41.7,Jr,03-Jun,-0.370002,80.0567,3.6,2022,70501,all,112.17,107.979,1.37188,69.4343,-3.59679,-2.88468,-0.712108,-5.20031,21.15,-4.40264,-0.797674,0.75,1.65,2.4,1.55,0.65,0.05,4.05
Jawaun Daniels,Prairie View A&M,21,76.1,113.0,20.9,61.9,62.46,5.2,17.7,7.2,16.1,34,53,0.642,89,147,0.605,36,84,0.429,1.4,1.6,22.9,Sr,07-Jun,2.43379,108.306,2.6,2022,70503,all,93.551,101.669,2.67291,105.509,-1.21312,-0.152032,-1.0610899999999999,1.4777,30.4286,2.55639,-1.07869,1.4286,4.7143,6.1429,1.0476,0.8571,0.381,15.2381
Brady Spence,The Citadel,14,13.9,103.6,24.8,52.6,58.36,12.9,15.0,3.4,20.3,16,21,0.762,20,38,0.526,0,0,0.0,4.9,0.5,55.3,Jr,09-Jun,0.6931149999999999,109.15700000000001,6.8,2022,70505,all,110.47399999999999,110.39200000000001,0.48902299999999993,21.8,-6.35257,-3.2984400000000003,-3.0541400000000003,-5.835380000000001,9.0,-2.9611400000000003,-2.87425,1.1111,1.5,2.6111,0.2222,0.1111,0.6111,4.5
Mike Green,South Carolina,5,1.9,0.0,23.0,0.0,0.0,0.0,0.0,0.0,43.3,0,0,0.0,0,3,0.0,0,3,0.0,0.0,6.6,0.0,Jr,02-Jun,-0.956084,-0.846893,0.0,2022,70507,all,101.917,97.2497,0.333188,3.61573,-14.8958,-16.0804,1.18459,-18.7298,3.2,-17.0676,-1.66219,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Trae Hannibal,Murray St.,20,39.5,94.5,21.9,47.8,55.09,5.9,15.9,21.7,30.6,34,40,0.85,32,76,0.42100000000000004,7,13,0.5379999999999999,0.3,3.2,44.9,Jr,03-Jun,1.01319,102.845,4.3,2022,70509,all,103.66,97.8318,1.69488,70.1387,1.05609,-0.41122600000000004,1.4673100000000001,0.9535030000000001,16.6,-0.218398,1.1719,1.0,2.2,3.2,2.0,1.0,0.05,5.95
Robert Jones,Iowa St.,14,35.2,91.3,22.4,54.1,55.08,6.7,24.0,4.0,22.7,21,37,0.568,46,85,0.541,0,0,0.0,5.0,1.8,43.5,Jr,10-Jun,0.39326300000000003,90.9224,6.3,2022,70511,all,106.37200000000001,111.031,1.126,60.6116,-5.7908800000000005,-5.06051,-0.7303689999999999,-5.2049199999999995,21.2,-3.7796800000000004,-1.42524,1.3333,3.6667,5.0,0.4667,0.6,0.9333,9.0667
Jordan King,East Tennessee St.,17,84.6,103.9,19.2,51.3,56.7,0.2,5.3,11.6,18.6,48,58,0.828,33,65,0.508,31,90,0.344,0.2,1.5,37.4,Jr,Jun-00,1.8151099999999998,100.721,1.5,2022,70514,all,100.81200000000001,106.87200000000001,2.3923900000000002,83.3976,-2.40931,-0.12675899999999998,-2.28255,-1.5079799999999999,33.8235,-0.21949899999999997,-1.2884799999999998,0.0588,1.5882,1.6471,1.9412,0.8235,0.0588,12.1765
Rob Higgins,St. Francis NY,19,79.2,95.6,19.5,39.8,43.91,2.1,6.2,11.4,10.1,42,58,0.7240000000000001,60,140,0.429,17,75,0.22699999999999998,0.2,2.4,27.0,Jr,01-Jun,0.682888,91.4666,3.0,2022,70516,all,110.58200000000001,116.416,1.19189,98.4324,-5.37939,-1.1668,-4.2125900000000005,-5.76773,31.8947,-2.8326700000000002,-2.93506,0.6316,1.7368,2.3684,2.1053,1.4211,0.0526,11.2105
Trey Quartlebaum,St. Francis NY,18,35.4,104.6,14.8,50.0,52.57,2.8,7.5,3.1,12.2,10,12,0.833,18,34,0.529,14,44,0.318,1.5,0.6,15.4,Jr,01-Jun,0.39637,92.8955,2.4,2022,70518,all,113.477,119.344,0.41046499999999997,37.4854,-6.607060000000001,-1.50775,-5.09931,-5.35355,15.0556,-0.669647,-4.6839,0.3889,1.0,1.3889,0.2778,0.1667,0.2222,4.8889
Kanon Koster,South Dakota,19,15.6,133.3,9.5,66.7,67.69,3.3,11.9,11.4,12.1,3,4,0.75,8,13,0.615,4,8,0.5,0.7,1.5,19.0,Jr,04-Jun,0.7045319999999999,110.97399999999999,5.9,2022,70519,all,105.571,105.209,0.60396,26.943,0.990159,1.58182,-0.5916560000000001,-1.02597,8.15,-0.905853,-0.120121,0.2,0.9,1.1,0.65,0.3,0.05,1.8
Chris Freeman,Jackson St.,11,33.7,76.6,20.6,31.8,34.68,4.7,13.0,8.4,11.9,10,17,0.588,8,33,0.242,11,44,0.25,0.5,1.9,22.1,Sr,06-Jun,-0.582854,76.1089,3.0,2022,70521,all,98.9125,101.85700000000001,1.61849,37.3106,-5.51764,-3.96444,-1.5532,-5.97547,19.1429,-3.91112,-2.0643599999999998,1.1429,2.5,3.6429,1.4286,0.5714,0.0714,6.4286
David Appelgren,Wofford,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Sr,01-Jul,-0.42776499999999995,-7.200589999999999,0.0,2022,70522,all,114.177,117.075,0.047101800000000006,0.407503,-4.34251,-2.99329,-1.34922,-4.07739,6.6,-2.0485700000000002,-2.02882,1.0,0.8,1.8,0.2,0.0,0.2,2.8
Tre Edwards,UMBC,4,0.8,174.0,21.0,83.3,86.33,15.9,15.2,0.0,0.0,1,1,1.0,1,1,1.0,1,2,0.5,0.0,0.0,33.3,So,06-Jun,0.5105850000000001,171.965,0.0,2022,70523,all,106.725,106.536,0.12200699999999999,1.0780299999999998,4.00366,12.6124,-8.60876,20.7906,2.2,18.3888,2.40183,0.2,0.2,0.4,0.0,0.0,0.0,1.2
Ali Ali,Akron,21,60.9,106.0,15.8,53.0,55.91,4.3,11.5,10.4,20.3,25,34,0.735,31,57,0.544,21,61,0.344,1.1,0.7,28.8,Jr,08-Jun,1.12972,98.6116,2.9,2022,70524,all,105.869,103.96,1.9705400000000002,83.3163,0.32160500000000003,0.451895,-0.13029000000000002,-0.0666207,24.3043,0.29430100000000003,-0.36092199999999997,0.8696,2.5652,3.4348,1.3478,0.3043,0.2609,7.2174
Jermaine Hamlin,Eastern Illinois,8,1.9,98.5,15.6,66.7,58.82,0.0,13.4,0.0,15.0,4,8,0.5,2,3,0.667,0,0,0.0,4.1,0.0,266.7,Jr,10-Jun,0.10471,95.3144,8.3,2022,70527,all,97.3015,96.2974,0.322276,4.4219800000000005,-2.7946299999999997,-2.93342,0.138784,-0.268665,3.0,-3.59654,3.32787,0.0,0.375,0.375,0.0,0.0,0.125,1.0
Greg Tribble,Akron,20,42.2,90.5,16.1,41.8,46.06,4.3,7.4,10.7,21.8,22,36,0.611,29,58,0.5,1,15,0.067,0.5,1.3,49.3,Jr,01-Jun,-0.05028869999999999,84.4383,3.6,2022,70528,all,106.47399999999999,104.542,1.3973200000000001,56.0056,-3.08545,-2.49769,-0.587757,-4.28946,18.2857,-3.6457,-0.6437649999999999,0.6667,1.2381,1.9048,1.2381,0.4286,0.0952,4.2381
Jamaal Walker,Chattanooga,24,56.8,98.4,12.5,48.2,50.43,1.3,5.4,7.3,13.6,15,21,0.7140000000000001,21,49,0.429,21,60,0.35,0.4,0.5,19.3,So,05-Jun,0.0610561,86.0302,2.2,2022,70530,all,108.154,108.728,1.4607700000000001,73.3421,-3.26142,-1.5974899999999999,-1.6639400000000002,-4.11723,23.6154,-2.56497,-1.55225,0.3846,1.0769,1.4615,0.8846,0.2692,0.0769,5.0769
Chol Marial,Oregon St.,17,8.3,82.1,20.1,39.6,42.77,9.1,11.5,2.0,18.4,6,11,0.545,8,18,0.444,1,6,0.16699999999999998,11.0,0.6,45.8,Jr,02-Jul,0.06751130000000001,88.5966,4.8,2022,70531,all,99.3188,95.0321,0.651165,19.0514,-1.08816,-4.49437,3.4062099999999997,-4.31923,6.1667,-5.02297,0.7037399999999999,0.3889,0.6667,1.0556,0.1111,0.0556,0.6111,1.6111
Hakim Hart,Maryland,30,64.0,109.7,15.8,52.8,56.4,3.3,12.8,13.6,14.6,38,49,0.7759999999999999,45,78,0.5770000000000001,27,84,0.321,0.8,1.9,30.2,Jr,06-Jun,2.29276,111.066,2.3,2022,70532,all,101.664,95.4955,2.82133,134.866,4.8806,3.09421,1.7863900000000001,3.59254,25.5161,1.72091,1.87163,0.6452,2.9032,3.5484,1.9032,0.7742,0.1613,7.0968
Luke Smith,Belmont,29,77.0,119.8,17.4,57.9,60.23,1.2,6.8,15.5,11.4,43,53,0.8109999999999999,48,84,0.5710000000000001,73,188,0.38799999999999996,0.1,3.6,19.5,Sr,Jun-00,2.80117,111.46700000000001,2.1,2022,70533,all,96.9454,100.824,2.82472,176.915,3.82372,3.90173,-0.07800549999999999,3.91952,31.1333,2.48374,1.4357799999999998,0.3,1.9,2.2,2.9333,2.0333,0.0333,12.5333
Trey Hutcheson,Albany,14,25.8,71.7,14.5,23.5,27.78,7.9,15.2,8.5,14.5,5,8,0.625,8,21,0.381,0,13,0.0,2.1,1.7,23.5,Jr,05-Jun,-0.869925,63.9844,2.9,2022,70535,all,98.7058,102.215,1.0240799999999999,31.7121,-4.149859999999999,-4.57563,0.42577,-5.475969999999999,11.7857,-4.75674,-0.719229,0.7143,1.4286,2.1429,0.5714,0.3571,0.2143,1.5
John Ojiako,Virginia Tech,5,1.8,34.6,18.4,25.0,20.2,0.0,7.6,0.0,20.4,0,2,0.0,1,4,0.25,0,0,0.0,15.1,0.0,50.0,Jr,10-Jun,-0.555605,35.2193,10.0,2022,70537,all,95.9837,91.2145,0.400202,3.1845,-8.56666,-13.3849,4.81824,-16.3914,3.2,-16.4512,0.05980219999999999,0.0,0.2,0.2,0.0,0.0,0.4,0.4
Alex Ducas,Saint Mary's,14,32.1,100.7,20.1,51.6,54.94,5.1,19.3,4.9,17.8,16,19,0.8420000000000001,19,34,0.5589999999999999,19,58,0.32799999999999996,0.3,1.4,20.7,Jr,06-Jun,1.39849,103.575,2.9,2022,70538,all,96.1221,91.4265,2.73521,54.681000000000004,0.7441909999999999,-0.427296,1.17149,1.01728,22.0,0.293535,0.7237439999999999,0.9286,3.5,4.4286,0.5,0.5,0.0714,7.9286
Kyle Bowen,Saint Mary's,24,62.9,95.7,11.2,42.8,45.21,7.1,20.7,3.4,15.4,12,17,0.706,19,35,0.5429999999999999,15,62,0.242,1.5,1.6,17.5,Jr,08-Jun,0.07562730000000001,86.1218,4.0,2022,70539,all,94.2554,89.0596,3.33561,115.77600000000001,2.18827,-1.48637,3.67464,0.846455,25.1667,-2.02789,2.87434,1.4583,4.2917,5.75,0.4583,0.6667,0.375,3.9583
Nahiem Alleyne,Virginia Tech,22,69.7,103.2,20.7,49.7,53.96,0.8,10.4,11.9,15.4,46,57,0.807,36,96,0.375,42,103,0.408,0.4,1.4,28.6,Jr,04-Jun,2.13995,107.369,3.0,2022,70540,all,101.154,96.5367,2.97275,100.11399999999999,1.3545,1.47118,-0.11668099999999999,1.66241,28.3636,1.01021,0.652204,0.1818,2.4091,2.5909,1.6818,0.6818,0.0909,11.0909
Jalen Cone,Northern Arizona,15,33.4,103.5,22.8,50.4,52.2,0.8,5.7,9.9,10.6,11,13,0.846,8,20,0.4,37,106,0.349,0.4,1.2,10.3,Jr,10-May,1.70164,110.06200000000001,2.0,2022,70542,all,103.363,98.7993,1.95203,43.0417,0.730999,3.1661799999999998,-2.43518,2.33887,19.9333,3.16752,-0.8286540000000001,0.1333,0.9333,1.0667,0.9333,0.4,0.0667,9.2
Hunter Cattoor,Virginia Tech,22,54.9,114.8,17.6,61.2,64.29,0.5,9.7,12.0,18.1,34,43,0.7909999999999999,18,35,0.514,39,90,0.433,2.7,2.5,34.4,Jr,03-Jun,2.20994,114.27799999999999,2.8,2022,70543,all,97.8515,93.3851,2.57912,90.8788,5.8613800000000005,3.48026,2.38112,6.3369800000000005,22.3182,3.5350699999999997,2.80191,0.0909,1.7727,1.8636,1.3636,0.9091,0.5,8.5
Keaston Willis,Louisiana Tech,17,74.8,95.9,30.2,48.8,52.32,1.9,13.2,13.4,15.5,61,87,0.701,68,155,0.439,37,98,0.37799999999999995,0.2,1.7,34.4,Jr,03-Jun,2.0871299999999997,103.26299999999999,2.4,2022,70544,all,107.88799999999999,113.21,1.6279299999999999,95.0299,-3.87926,-0.382945,-3.49632,-1.73026,33.75,1.23729,-2.9675599999999998,0.5,4.05,4.55,2.1,1.2,0.05,18.95
Demond Robinson,Kennesaw St.,21,54.4,102.6,15.6,60.2,61.88,7.6,14.4,8.0,27.5,17,23,0.7390000000000001,62,103,0.602,0,0,0.0,4.7,1.4,22.3,Jr,08-Jun,0.67508,93.0377,4.0,2022,70546,all,98.5055,102.338,2.1616400000000002,97.5272,1.07023,-1.4124,2.48263,-1.26023,24.3913,-2.08533,0.825099,1.5217,3.0869999999999997,4.6087,1.2174,0.5217,1.0435,6.912999999999999
Grant van Beveren,Wake Forest,1,0.5,200.0,7.7,100.0,100.0,0.0,64.0,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,Jr,06-Jun,0.8584299999999999,147.102,0.0,2022,70547,all,98.7309,110.65799999999999,0.230373,0.952355,-8.994489999999999,-4.07372,-4.92077,7.41061,4.0,5.37505,2.03556,0.0,2.0,2.0,0.0,0.0,0.0,2.0
Ismael Massoud,Kansas St.,21,54.3,90.8,23.0,44.8,48.24,4.0,15.6,5.4,16.9,30,41,0.732,21,62,0.33899999999999997,35,102,0.34299999999999997,0.3,1.0,25.0,Jr,08-Jun,0.9298649999999999,97.5889,3.4,2022,70548,all,109.805,103.046,1.8253400000000002,70.9059,-2.83943,-0.8563850000000001,-1.9830400000000001,-2.25468,21.6364,-0.62717,-1.62751,0.7273,2.6818,3.4091,0.5,0.3636,0.0455,8.2727
Donovan Ivory,Green Bay,3,0.6,58.1,9.1,0.0,0.0,0.0,0.0,25.4,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,9.5,0.0,Jr,06-Jun,-0.271593,46.1213,0.0,2022,70549,all,85.2467,91.9199,0.245231,1.69307,-4.630809999999999,-5.36453,0.733718,3.91097,2.0,-2.30728,6.21825,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0
Ody Oguama,Cincinnati,19,49.6,103.0,20.7,47.3,52.17,12.1,18.0,3.8,15.1,42,63,0.667,52,110,0.473,0,0,0.0,1.9,1.0,57.3,Jr,09-Jun,1.8188099999999998,109.18,5.1,2022,70550,all,107.995,99.9914,2.07271,70.4538,-1.4625700000000001,-0.887518,-0.575048,-1.56951,21.9,-0.7508630000000001,-0.818643,2.35,3.05,5.4,0.4,0.4,0.35,7.65
Courtney Brown Jr.,St. Thomas,17,41.1,104.2,12.9,48.8,51.11,5.0,15.3,2.8,10.6,13,19,0.684,15,35,0.429,16,45,0.35600000000000004,0.3,1.1,23.8,Jr,07-Jun,0.472516,91.6963,4.2,2022,70551,all,106.986,107.945,1.4167299999999998,64.1495,-3.19132,-0.955448,-2.2358700000000002,-3.2223,21.7647,-1.5751,-1.6472,1.0,2.8824,3.8824,0.3529,0.4118,0.0588,5.3529
Tre' Williams,Oregon St.,27,42.8,89.1,18.0,48.3,46.93,2.8,11.7,11.6,17.4,10,32,0.313,37,78,0.474,24,73,0.32899999999999996,0.8,1.9,21.2,Jr,05-Jun,0.464913,92.5142,3.8,2022,70552,all,103.76299999999999,96.5339,1.9677900000000002,87.9741,-0.00492829,-0.6647109999999999,0.659782,0.496543,18.6296,-0.433878,0.9304209999999999,0.5185,1.963,2.4815,1.037,0.6296,0.1481,5.7778
Tasos Kamateros,South Dakota,24,54.2,109.1,19.4,55.3,57.66,5.4,17.8,8.7,13.6,26,34,0.765,67,117,0.573,14,42,0.33299999999999996,1.7,0.4,21.4,Jr,08-Jun,1.5373700000000001,105.704,5.2,2022,70553,all,105.431,105.883,1.60686,93.9696,-1.20928,0.384164,-1.59345,-1.44484,21.32,-0.21789299999999998,-1.22695,0.96,3.44,4.4,0.92,0.16,0.32,8.44
Nathaniel Stokes,Coppin St.,18,35.5,93.8,12.2,47.4,49.82,3.0,11.8,8.0,23.0,8,11,0.727,11,22,0.5,11,36,0.306,1.3,1.6,19.0,Jr,08-Jun,-0.29881399999999997,80.0543,5.2,2022,70554,all,100.48,104.943,1.28183,58.6025,-1.98017,-2.0079,0.0277305,-2.90214,16.5789,-3.44728,0.545138,0.4737,2.1579,2.6316,0.9474,0.4737,0.2105,3.4211
Charles Pride,Bryant,21,80.6,117.4,19.0,56.8,60.04,7.2,14.6,13.9,15.8,51,66,0.773,63,118,0.534,36,88,0.409,0.3,2.3,32.0,Jr,04-Jun,2.91488,111.31299999999999,2.8,2022,70555,all,98.4507,102.39299999999999,2.78133,144.968,3.59479,3.2650200000000003,0.329766,3.37374,31.6364,2.94354,0.430204,2.0909,4.8636,6.9545,2.5,1.3636,0.0909,13.6818
Michael Green III,Robert Morris,20,82.3,95.2,25.8,44.9,50.82,2.4,8.3,18.2,21.6,84,109,0.7709999999999999,62,148,0.419,38,117,0.325,0.3,1.7,41.1,Jr,11-May,1.56112,98.2772,2.3,2022,70557,all,102.613,106.807,2.45158,123.191,-3.24362,-1.25263,-1.99098,-3.0666900000000004,33.9524,-1.27872,-1.78797,0.8095,2.9048,3.7143,3.6667,1.2857,0.1429,16.0
Jake LaRavia,Wake Forest,24,73.2,109.1,25.0,50.2,56.46,9.9,16.8,18.9,17.2,85,110,0.773,90,178,0.506,10,31,0.32299999999999995,3.1,3.2,52.6,Jr,09-Jun,3.2847199999999996,117.572,4.0,2022,70559,all,94.8796,93.0921,3.47246,151.997,7.14451,3.21657,3.92794,5.99087,29.24,3.3085699999999996,2.6823,2.28,4.0,6.28,2.32,1.52,0.84,12.32
Seikou Sisoho Jawara,Weber St.,20,82.6,113.7,19.6,59.9,62.54,0.8,8.9,17.5,17.7,39,49,0.7959999999999999,68,117,0.581,31,74,0.419,0.6,1.4,25.7,Jr,03-Jun,2.83197,109.95,2.3,2022,70564,all,102.95200000000001,105.137,2.53661,109.73899999999999,0.190144,1.7216,-1.53146,1.0538299999999998,31.7826,1.8963400000000001,-0.842513,0.2174,2.4783,2.6957,3.1739,0.7826,0.1739,12.3043
Armaan Franklin,Virginia,22,59.5,97.4,21.2,51.7,54.67,2.3,13.8,15.6,20.1,40,54,0.741,51,118,0.43200000000000005,36,85,0.424,0.9,2.3,26.6,Jr,04-Jun,2.06906,105.604,3.7,2022,70565,all,100.314,93.4586,3.43665,121.18299999999999,3.82649,1.81046,2.0160299999999998,3.00442,30.1364,1.23761,1.7668,0.5909,3.5455,4.1364,2.1364,1.1818,0.2273,11.3636
Eric Lovett,FIU,16,47.4,96.4,21.0,48.5,49.31,1.6,9.0,6.8,11.4,13,22,0.591,17,42,0.405,43,126,0.341,1.0,2.0,13.1,Sr,05-Jun,1.07339,97.2024,3.1,2022,70568,all,109.865,112.863,1.29321,68.7983,-2.72174,0.245052,-2.9668,-1.4251200000000002,25.05,0.5322939999999999,-1.9574099999999999,0.55,2.15,2.7,1.0,0.85,0.25,10.4
Blake Henry,Colgate,3,0.6,36.1,22.8,0.0,0.0,0.0,0.0,32.6,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,Sr,08-Jun,-0.23055799999999999,35.4233,10.0,2022,70572,all,105.564,108.175,0.08827819999999999,0.46990299999999996,-26.2741,-14.4241,-11.85,-22.0521,1.3333,-16.4516,-5.6005,0.0,0.0,0.0,0.3333,0.0,0.0,0.0
Jamon Battle,UNC Asheville,20,57.4,111.4,17.4,64.8,64.27,10.3,7.9,6.5,22.1,24,41,0.585,68,105,0.648,0,0,0.0,2.1,0.9,39.0,Jr,05-Jun,1.4869999999999999,103.912,4.2,2022,70573,all,107.164,110.67399999999999,1.32161,67.6998,-1.4833,0.218975,-1.70228,-2.36668,23.4,-0.406515,-1.96016,2.05,1.65,3.7,0.8,0.35,0.5,8.0
Ryan Moffatt,Colgate,16,55.5,127.3,9.3,64.3,64.59,3.9,11.5,3.3,9.9,12,19,0.632,24,34,0.706,8,22,0.364,0.6,2.5,33.9,Jr,06-Jun,1.51502,104.921,2.9,2022,70574,all,96.2558,97.59299999999999,2.2852,69.8868,2.66155,1.45645,1.2051,1.92704,22.375,0.308122,1.6189200000000001,0.75,2.5625,3.3125,0.5,1.0,0.125,5.25
Trent Stephney,UNC Asheville,20,73.1,93.2,21.1,46.1,51.77,2.8,9.8,18.4,26.4,46,58,0.7929999999999999,49,98,0.5,15,57,0.263,1.0,2.7,37.4,Jr,02-Jun,0.6400680000000001,91.5617,2.1,2022,70575,all,103.213,106.594,2.0972299999999997,105.235,-2.6613900000000004,-1.72639,-0.935,-2.73026,29.8,-1.73157,-0.9986879999999999,0.7,2.6,3.3,3.1,1.4,0.3,9.45
Timmy Kiggins,Bryant,3,0.8,96.5,9.2,0.0,0.0,15.9,0.0,20.4,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,Jun-00,-0.0943195,73.6066,0.0,2022,70579,all,110.742,115.456,0.09554270000000001,0.757854,-8.700510000000001,-4.49484,-4.20566,-2.77356,3.0,0.5399470000000001,-3.3135,0.25,0.5,0.75,0.5,0.0,0.0,0.5
Tahj Small,Tarleton St.,12,44.5,104.5,19.5,56.9,60.97,6.2,24.0,10.4,20.9,18,22,0.818,22,40,0.55,10,25,0.4,1.2,1.4,33.8,Sr,05-Jun,1.47015,104.29700000000001,5.1,2022,70581,all,100.803,101.60600000000001,1.98038,53.0098,0.060937,0.158723,-0.0977857,-1.04731,21.6471,0.20744,-1.25475,1.4706,4.3529,5.8235,1.5882,1.2353,0.1765,9.1765
Yahuza Rasas,Texas Southern,24,45.4,87.0,18.9,41.5,44.52,9.0,18.2,4.5,21.4,23,35,0.657,47,116,0.405,6,19,0.316,1.2,1.4,25.9,Sr,07-Jun,-0.085382,83.954,2.8,2022,70583,all,98.7855,105.169,1.43175,83.1834,-6.39432,-4.39599,-1.99833,-4.63454,18.88,-2.7124200000000003,-1.9221099999999998,1.56,3.32,4.88,0.44,0.48,0.2,5.8
Cameron Billups,High Point,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,03-Jun,-0.641145,-7.12822,0.0,2022,70585,all,114.65799999999999,123.689,0.024753,0.193894,-7.37035,-4.4098,-2.96054,-5.248419999999999,2.0,-2.86341,-2.38502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Ayers,High Point,2,0.1,0.0,38.8,0.0,0.0,0.0,121.1,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,So,06-Jun,-0.17166900000000002,-13.6892,0.0,2022,70586,all,70.4311,73.2323,0.0937308,0.427025,-53.9943,-32.9429,-21.0515,-35.4269,0.5,-23.2361,-12.1908,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Elijah Morgan,Notre Dame,10,2.8,91.1,20.5,33.3,43.17,4.2,3.7,6.3,10.0,3,3,1.0,3,6,0.5,0,3,0.0,0.0,2.0,33.3,Jr,01-Jun,0.120775,97.2576,2.8,2022,70587,all,114.47,108.23100000000001,0.191446,4.08016,-5.46706,-1.82453,-3.6425300000000003,-3.6242900000000002,2.9,-2.41385,-1.21044,0.1,0.1,0.2,0.1,0.1,0.0,0.9
Jarred Hyder,California,21,30.4,88.8,24.2,41.3,46.52,1.1,8.5,24.8,20.6,28,39,0.718,28,60,0.467,10,44,0.22699999999999998,0.7,0.9,37.5,Jr,03-Jun,0.7524390000000001,98.6489,3.3,2022,70594,all,109.219,102.44,1.39415,48.9947,-2.95304,-1.19068,-1.76235,-3.07032,16.1905,-1.52062,-1.5497,0.1429,1.0476,1.1905,1.8095,0.2381,0.0952,5.4286
Evan Taylor,Lehigh,15,66.9,101.4,18.1,47.8,49.39,6.0,25.7,11.4,11.4,20,35,0.5710000000000001,39,87,0.44799999999999995,11,29,0.379,1.6,1.4,30.2,Jr,06-Jun,0.777043,93.6187,3.6,2022,70595,all,104.506,105.315,2.03863,81.4555,-0.9133879999999999,-1.20765,0.294261,-1.2497200000000002,27.0,-0.810854,-0.43886400000000003,1.4667,5.8,7.2667,1.6,0.6667,0.4,8.7333
Ezra Manjon,UC Davis,17,83.5,101.1,25.9,43.9,50.77,2.1,7.6,22.9,15.5,69,80,0.863,87,186,0.46799999999999997,7,36,0.19399999999999998,0.6,1.5,36.0,Jr,11-May,2.45487,106.449,2.3,2022,70597,all,104.66799999999999,106.586,2.39424,90.6294,-2.3371299999999997,-0.253284,-2.08385,-1.1696,34.0,0.368799,-1.5384,0.5556,1.9444,2.5,3.2778,0.8889,0.1667,15.5556
Reed Myers,Rice,2,0.5,32.0,41.5,0.0,0.0,23.5,0.0,31.7,27.3,0,0,0.0,0,1,0.0,0,2,0.0,0.0,0.0,0.0,Jr,Jun-00,-0.48613,29.2178,0.0,2022,70598,all,113.897,118.912,0.07238170000000001,0.553945,-23.2991,-17.248,-6.0511,-24.1255,2.5,-10.1334,-13.9921,0.5,0.0,0.5,0.5,0.0,0.0,0.0
Max Fiedler,Rice,25,70.9,119.5,20.7,68.7,69.12,12.3,21.6,26.8,25.4,31,45,0.6890000000000001,123,177,0.695,0,2,0.0,2.9,2.1,25.1,Jr,10-Jun,3.59824,121.82,2.8,2022,70599,all,99.6978,101.331,2.5512099999999998,158.843,7.335610000000001,3.92653,3.4090800000000003,5.65153,27.9643,3.8086,1.84293,3.0357,5.6786,8.7143,3.5,0.9286,0.7857,11.2143
