player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,pid,type,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Isaiah Felder,South Carolina St.,11,17.6,61.1,18.6,34.7,35.18,2.5,15.7,8.1,30.4,1,2,0.5,2,8,0.25,7,28,0.25,0.0,0.9,5.6,Sr,Jun-00,-1.11,57.5491,2.8,2022,39014,all,110.19200000000001,116.01799999999999,0.45022799999999996,21.5242,-11.2376,-7.65745,-3.5802,-11.9072,11.5455,-7.49472,-4.41253,0.2727,1.4545,1.7273,0.4545,0.1818,0.0,2.3636
Jalen Coleman-Lands,Kansas,23,78.5,103.1,21.5,54.0,56.12,3.6,10.2,7.8,16.1,31,36,0.861,62,129,0.48100000000000004,58,147,0.395,0.3,1.4,13.0,Sr,04-Jun,2.97703,111.426,3.5,2022,40204,all,111.792,104.306,2.6106700000000003,114.531,1.06444,2.4199200000000003,-1.35548,1.8746099999999999,32.7826,2.89361,-1.0190000000000001,1.0435,2.8696,3.9130000000000003,1.1739,0.8261,0.087,14.3043
K.J. Walton,Akron,20,63.0,108.6,26.5,54.3,58.88,9.1,12.6,8.9,17.2,73,92,0.7929999999999999,127,231,0.55,0,3,0.0,0.7,2.4,39.3,Sr,03-Jun,3.0973599999999997,116.101,3.3,2022,41728,all,102.68700000000001,101.181,2.6183400000000003,115.79700000000001,1.2019,1.1474799999999998,0.05441669999999999,2.45207,29.3,2.78785,-0.335789,2.35,3.55,5.9,1.15,1.25,0.2,16.35
Jeriah Horne,Tulsa,32,61.3,116.0,20.8,55.2,58.61,5.8,23.0,7.5,13.0,48,53,0.9059999999999999,71,139,0.511,52,131,0.397,0.3,1.5,19.6,Sr,07-Jun,3.27789,123.81200000000001,2.6,2022,44216,all,94.5248,89.0636,3.2469,156.594,5.48359,4.02187,1.4617200000000001,6.94537,24.5,5.22379,1.7215799999999999,1.125,4.7188,5.8438,0.9062,0.5938,0.0625,10.8125
Eric Curry,Minnesota,29,39.2,95.1,14.7,46.3,48.72,7.0,13.7,10.2,20.7,18,29,0.621,38,74,0.514,4,21,0.19,1.5,2.9,30.5,Sr,09-Jun,0.435561,93.2541,4.9,2022,44217,all,100.182,93.0315,1.8637400000000002,94.0276,2.45292,-0.559305,3.01222,1.49355,15.8966,-1.25322,2.74677,1.1034,1.9655,3.069,0.8276,0.8276,0.2414,3.6552
Jailyn Ingram,Georgia,18,59.2,98.4,23.5,46.0,47.59,5.3,22.7,14.7,15.6,16,22,0.727,48,116,0.414,25,70,0.35700000000000004,1.8,1.8,11.8,Sr,07-Jun,1.3627,100.96799999999999,2.8,2022,44344,all,97.3568,100.272,2.34024,92.941,0.27805,-0.49124700000000004,0.769296,1.49149,23.9545,1.32912,0.162368,1.2727,4.7273,6.0,1.7273,0.9091,0.4091,12.4091
Quentin Jackson Jr.,Loyola Marymount,6,11.4,95.7,13.5,47.6,50.22,1.3,3.8,9.6,21.6,3,4,0.75,4,12,0.33299999999999996,4,9,0.444,0.0,2.3,19.0,Sr,02-Jun,0.208556,88.8262,4.8,2022,44346,all,102.54799999999999,98.7567,1.66468,16.6815,-1.30996,-0.44315600000000005,-0.866807,-2.28228,16.8333,-3.10019,0.817904,0.1667,0.5,0.6667,0.8333,0.6667,0.0,3.8333
Charlie Moore,Miami FL,16,67.1,96.3,26.6,47.4,50.23,2.5,9.6,28.2,21.9,32,42,0.762,57,128,0.445,28,81,0.34600000000000003,0.0,1.9,20.1,Sr,11-May,2.68362,109.564,2.9,2022,44420,all,103.6,98.3411,3.19216,87.1473,2.09523,2.11518,-0.0199582,1.41982,32.3125,1.58012,-0.160305,0.75,2.875,3.625,4.1875,1.0625,0.0,14.375
Ben Shungu,Vermont,15,73.0,114.7,20.4,51.9,59.99,2.3,15.9,23.0,18.6,51,59,0.8640000000000001,36,64,0.563,13,43,0.302,1.1,1.6,55.1,Sr,02-Jun,2.8047299999999997,112.955,2.8,2022,44546,all,94.2022,100.348,2.72453,84.2223,2.59788,2.35285,0.24503200000000003,3.20415,29.6667,2.20548,0.998674,0.5333,4.0,4.5333,3.5333,0.8,0.2667,10.8
Keon Clergeot,Southeastern Louisiana,24,72.7,101.5,25.9,47.1,57.34,2.6,9.1,15.7,22.9,154,192,0.802,67,148,0.45299999999999996,31,93,0.33299999999999996,0.3,1.7,79.7,Sr,01-Jun,2.09826,104.47200000000001,3.8,2022,44685,all,109.84200000000001,112.655,1.5943,124.906,-4.13495,-0.464478,-3.6704800000000004,-2.1961,31.9583,0.146347,-2.34245,0.7917,2.25,3.0417,2.1667,1.0,0.0833,15.875
Bryce Aiken,Seton Hall,14,18.4,99.5,23.5,38.9,47.16,0.0,7.5,20.9,13.7,24,27,0.889,13,35,0.371,10,37,0.27,0.0,1.5,37.5,Sr,Jun-00,1.2581799999999999,110.736,3.4,2022,44711,all,106.515,98.2395,1.43278,29.3843,-2.0218700000000003,0.6328199999999999,-2.65469,-1.4947,14.3571,-0.495075,-0.9996209999999999,0.0,0.9286,0.9286,1.5,0.3571,0.0,5.7143
Peter Kiss,Bryant,21,82.9,114.0,22.5,56.9,61.44,5.3,14.4,18.1,19.3,67,77,0.87,87,162,0.537,35,83,0.42200000000000004,0.8,2.6,31.4,Sr,05-Jun,3.2040900000000003,113.116,3.0,2022,44721,all,97.4143,101.315,2.98335,155.249,3.4982300000000004,2.75147,0.7467520000000001,3.99882,32.9091,3.0526400000000002,0.946175,1.5,4.9545,6.4545,3.1818,1.8636,0.2727,16.6364
George Willborn III,UC Riverside,21,34.6,102.7,19.2,52.8,54.25,5.2,11.6,4.4,14.3,17,28,0.607,20,47,0.426,18,42,0.429,0.4,2.7,31.5,Sr,03-Jun,0.758698,100.34100000000001,5.1,2022,44754,all,94.0085,95.0489,1.6198299999999999,59.4633,-0.0280529,-0.274408,0.24635500000000002,0.07481080000000001,14.6667,-1.12985,1.20466,0.619,1.5238,2.1429,0.3333,0.6667,0.0476,5.2857
Kevin Marfo,Quinnipiac,17,29.9,97.0,15.0,46.4,55.11,12.8,23.2,4.7,28.2,19,27,0.7040000000000001,13,27,0.48100000000000004,0,1,0.0,4.0,3.1,96.4,Sr,08-Jun,0.306744,92.2454,4.8,2022,44755,all,94.1662,91.52600000000001,1.5680100000000001,50.4644,2.22421,-1.51538,3.73959,0.440614,12.6471,-1.51506,1.95567,1.3529,2.3529,3.7059,0.2941,0.6471,0.3529,2.6471
Jair Bolden,Butler,25,81.4,96.7,17.8,46.2,48.44,1.4,12.3,6.1,10.1,30,41,0.732,28,79,0.354,59,173,0.341,0.7,1.3,16.3,Sr,03-Jun,1.59176,99.3478,2.0,2022,44756,all,106.35600000000001,99.8726,3.09305,128.165,0.6763859999999999,0.7599020000000001,-0.08351549999999999,0.571154,33.04,0.6173489999999999,-0.046195599999999996,0.4,3.08,3.48,0.92,0.68,0.2,10.52
Davion Mintz,Kentucky,25,76.4,105.9,19.8,51.2,53.14,2.7,8.4,20.6,17.6,40,61,0.6559999999999999,40,95,0.42100000000000004,56,147,0.381,0.7,1.9,25.2,Sr,03-Jun,2.92188,112.79700000000001,2.5,2022,44793,all,103.40299999999999,96.7608,3.23529,123.12299999999999,4.76166,4.39809,0.36357,4.35504,30.88,3.3843,0.9707399999999999,0.76,2.4,3.16,3.08,1.0,0.2,11.52
Tyson Jolly,Iona,8,28.5,95.0,20.3,50.9,52.95,4.2,17.2,5.7,20.0,15,25,0.6,16,35,0.457,9,23,0.391,2.4,0.6,43.1,Sr,04-Jun,1.4873299999999998,102.931,4.7,2022,44846,all,97.7564,94.5733,2.75015,36.734,-1.80618,-1.48632,-0.319866,0.108322,24.25,0.153864,-0.045542400000000004,0.875,3.875,4.75,0.75,0.25,0.5,9.25
AJ Wilson,South Carolina,20,52.0,90.2,22.5,41.5,42.59,8.0,17.6,7.3,12.5,20,40,0.5,63,150,0.42,5,20,0.25,9.8,0.5,23.5,Sr,07-Jun,0.592716,93.0846,3.8,2022,44849,all,96.6954,95.9197,2.37243,93.1217,-0.524975,-3.6688,3.14383,-1.63115,22.8571,-2.42334,0.792186,1.619,3.3333,4.9524,0.8095,0.3333,2.0952,7.7619
Xavier Green,Maryland,22,84.5,80.8,15.5,39.1,42.18,2.3,10.8,12.3,24.8,22,30,0.733,37,103,0.359,17,57,0.298,1.0,1.4,18.8,Sr,06-Jun,-1.06674,76.1627,2.7,2022,44944,all,103.749,104.575,2.6607,118.755,-2.46022,-2.74665,0.286428,-4.17195,34.1304,-3.67215,-0.499795,0.7391,3.1739,3.9130000000000003,2.5652,0.8261,0.2609,6.6957
Tareq Coburn,St. John's,21,75.0,120.9,19.4,56.5,62.04,3.9,9.1,5.1,11.6,82,100,0.82,38,74,0.514,53,134,0.396,2.6,2.2,48.1,Sr,05-Jun,3.8957900000000003,119.43,2.8,2022,45017,all,106.52600000000001,107.774,2.22087,120.27600000000001,4.06416,4.63546,-0.5713050000000001,4.32766,33.0476,4.597580000000001,-0.269915,1.1429,2.6189999999999998,3.7619,0.8571,1.2381,0.8095,15.0952
Tavian Dunn-Martin,Florida Gulf Coast,18,75.4,92.8,21.6,43.9,47.67,0.8,8.1,23.7,21.8,32,42,0.762,29,70,0.414,31,102,0.304,0.0,1.9,24.4,Sr,08-May,1.18264,96.5536,1.9,2022,45090,all,102.384,101.103,2.73763,84.3442,-1.37867,0.104617,-1.48329,-1.03604,30.1667,-0.525115,-0.510929,0.2222,2.1667,2.3889,3.5556,1.0,0.0,10.1667
Jakolby Long,Bethune Cookman,12,6.2,89.3,14.9,50.0,59.91,2.0,12.0,9.4,32.7,5,6,0.833,4,8,0.5,0,0,0.0,1.9,2.9,75.0,Sr,05-Jun,-0.0442726,82.8002,3.2,2022,45184,all,101.76100000000001,102.245,0.45093500000000003,11.9258,-3.59824,-5.08853,1.4903,-3.26467,5.6154,-3.92821,0.663537,0.0769,0.6923,0.7692,0.3846,0.3077,0.0769,1.1538
Taze Moore,Houston,21,49.8,105.7,29.8,51.8,56.25,5.4,17.5,25.8,22.8,51,62,0.823,76,164,0.46299999999999997,18,35,0.514,3.4,3.7,31.2,Sr,05-Jun,2.47705,116.60700000000001,3.3,2022,45252,all,94.7677,96.7974,2.4064900000000002,105.014,5.29142,2.11735,3.17407,7.915489999999999,22.3478,5.18845,2.72705,1.087,2.9565,4.0435,2.7391,1.3043,0.6087,12.2609
Justin Edler-Davis,Cal St. Bakersfield,24,68.0,114.3,17.2,50.8,54.46,7.0,11.4,5.8,14.2,38,47,0.809,35,83,0.42200000000000004,40,104,0.385,1.0,0.9,25.1,Sr,04-Jun,2.21798,108.762,3.8,2022,45253,all,104.001,104.855,2.11358,98.7754,0.9483370000000001,2.2855,-1.33717,0.16992000000000002,26.4615,1.34845,-1.1785299999999999,1.6538,2.2692,3.9231,0.8462,0.4615,0.1923,9.3077
Greg Lee,Penn St.,20,68.3,99.5,28.5,52.7,54.21,6.7,23.7,22.8,18.9,31,47,0.66,104,187,0.556,9,36,0.25,0.8,0.5,21.1,Sr,09-Jun,2.18902,108.363,3.1,2022,45254,all,105.99799999999999,103.38600000000001,2.2612,103.866,0.965347,0.655774,0.309573,1.61032,27.0,1.9219700000000002,-0.311651,1.4762,5.7619,7.2381,2.381,0.2857,0.1905,12.9524
Brandon Johnson,DePaul,28,61.4,114.7,16.5,50.0,55.22,8.4,17.9,5.4,9.5,70,98,0.7140000000000001,68,123,0.5529999999999999,14,55,0.255,2.6,1.8,55.1,Sr,08-Jun,2.7153400000000003,116.052,3.9,2022,45288,all,100.521,92.9314,3.02643,145.07399999999998,4.26222,2.21944,2.04278,4.41052,25.75,2.7910000000000004,1.61952,2.1429,4.1429,6.2857,0.6786,0.8214,0.6786,8.8571
Nick Robinson,Western Carolina,6,14.5,93.5,19.1,44.7,50.29,3.8,15.5,16.7,20.5,9,10,0.9,11,22,0.5,4,16,0.25,1.5,2.7,26.3,Sr,05-Jun,0.518424,91.1532,4.7,2022,45304,all,99.2617,98.264,2.5485700000000002,30.0687,0.337335,-1.40609,1.74343,-0.407595,24.5,-1.85733,1.44974,0.75,2.875,3.625,2.0,1.5,0.5,9.125
Grant Golden,Richmond,20,63.2,108.0,26.3,58.8,59.92,5.1,21.5,26.6,19.3,32,48,0.667,104,182,0.5710000000000001,9,18,0.5,2.0,1.2,24.0,Sr,10-Jun,3.37181,120.209,2.8,2022,45309,all,100.861,97.5995,2.86082,103.265,4.44306,2.36593,2.07713,5.291519999999999,27.3333,4.24008,1.05144,1.1429,4.9048,6.0476,3.4762,0.5714,0.4762,12.7143
De'Monte Buckingham,UNC Greensboro,24,47.5,103.7,21.0,43.7,47.66,6.2,20.6,13.3,15.3,28,34,0.8240000000000001,42,96,0.43799999999999994,18,62,0.29,0.6,1.6,21.5,Sr,04-Jun,1.24376,104.13600000000001,3.2,2022,45310,all,99.8007,100.62,1.75465,83.0792,-0.184221,0.37883,-0.563051,1.24405,19.6923,1.21504,0.0290077,0.9615,3.3462,4.3077,1.2692,0.5769,0.1538,7.0769
Chance Garvin,Idaho,12,25.4,74.1,16.7,44.4,43.53,2.8,12.6,19.2,33.0,0,2,0.0,5,13,0.385,10,32,0.313,1.0,2.1,4.4,Sr,04-Jun,-1.0424,69.3051,3.7,2022,45345,all,111.575,111.197,1.04945,38.8342,-4.6813199999999995,-3.4075900000000003,-1.27373,-5.18197,18.8333,-4.18751,-0.994459,0.4167,1.9167,2.3333,1.75,0.6667,0.1667,3.3333
Perry Francois,Charlotte,21,44.8,100.0,18.9,55.4,54.82,8.2,13.6,13.3,18.1,18,37,0.486,56,101,0.5539999999999999,0,0,0.0,5.6,1.4,36.6,Sr,08-Jun,0.722938,96.8917,6.0,2022,45359,all,103.75299999999999,108.273,1.17937,72.46600000000001,-0.7018,-1.6092600000000001,0.907457,-1.24654,18.875,-1.54691,0.30036599999999997,1.5417,2.2917,3.8333,0.9583,0.4583,1.0417,7.3333
Vittorio Reynoso-Avila,Santa Clara,8,2.2,90.6,4.4,0.0,0.0,13.2,12.7,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,6.0,0.0,0.0,Sr,05-Jun,-0.114133,69.7775,2.4,2022,45361,all,100.195,97.4257,0.21995900000000002,3.17194,-3.8825300000000005,-4.27323,0.390694,-2.7761099999999996,2.2222,-2.4217299999999997,-0.35438000000000003,0.3333,0.3333,0.6667,0.0,0.0,0.1111,0.0
Randy Miller Jr.,North Carolina Central,24,51.1,84.1,19.3,39.5,45.25,0.7,10.1,7.1,18.5,36,48,0.75,24,70,0.34299999999999997,19,63,0.302,0.0,1.6,36.1,Sr,02-Jun,-0.057719799999999995,84.4427,2.1,2022,45477,all,102.531,100.59899999999999,1.8923599999999998,78.0631,-4.33603,-3.23153,-1.10449,-3.6833099999999996,20.52,-3.25032,-0.432993,0.16,1.68,1.84,0.72,0.6,0.0,6.4
Ryan Gomes,Houston Baptist,20,20.0,78.6,14.2,52.9,53.56,5.7,13.3,3.9,35.3,5,9,0.556,18,34,0.529,0,0,0.0,6.4,0.3,26.5,Sr,10-Jun,-0.509649,69.9407,6.0,2022,45478,all,110.214,113.368,0.46215,34.1971,-7.7499899999999995,-7.26047,-0.48952399999999996,-8.78894,9.8095,-7.34777,-1.44116,0.4762,1.2857,1.7619,0.2381,0.0476,0.5714,2.2381
Nolan Taylor,Southeast Missouri St.,18,29.7,110.6,23.2,55.7,57.92,8.6,18.2,12.5,12.9,40,64,0.625,59,106,0.557,0,0,0.0,0.7,0.9,60.4,Sr,07-Jun,1.63736,111.887,5.1,2022,45530,all,103.13600000000001,106.461,1.2784799999999998,56.5314,-2.3311599999999997,-0.13528800000000002,-2.19587,0.09702430000000001,18.3333,1.28434,-1.18731,1.3333,2.7222,4.0556,0.8889,0.2778,0.1111,8.7778
Scott Spencer,Tulane,19,38.3,93.0,19.4,51.3,51.75,4.4,13.1,6.4,20.9,7,12,0.583,12,43,0.27899999999999997,32,74,0.43200000000000005,0.3,1.6,10.3,Sr,06-Jun,0.6373800000000001,94.6881,2.4,2022,45562,all,108.617,107.51799999999999,1.3337700000000001,58.9866,-2.87774,-0.44241199999999997,-2.43533,-0.556966,19.4,1.4728700000000001,-2.02984,0.7,2.0,2.7,0.6,0.55,0.05,7.0
Algevon Eichelberger,Cleveland St.,19,27.8,98.0,25.0,45.6,50.77,12.0,12.0,14.3,20.9,34,51,0.667,40,88,0.455,1,3,0.33299999999999996,1.6,1.5,56.0,Sr,08-Jun,0.781061,99.553,5.2,2022,45568,all,104.81299999999999,103.524,1.29645,51.6215,-2.3631599999999997,-1.76512,-0.598039,-2.681,16.1579,-1.9306400000000001,-0.750365,1.6316,1.6842,3.3158,1.1579,0.4211,0.2105,6.1579
Eron Gordon,Valparaiso,26,72.6,91.7,15.1,48.6,52.48,1.4,19.6,10.3,21.3,42,62,0.677,29,61,0.475,27,82,0.32899999999999996,1.6,1.4,43.4,Sr,03-Jun,0.05543340000000001,85.8061,2.0,2022,45571,all,101.01799999999999,99.4696,2.79887,140.57299999999998,-0.323141,-2.12743,1.8042799999999999,-0.516256,28.9286,-1.45236,0.9361079999999999,0.3214,4.75,5.0714,1.6071,0.7857,0.3929,6.8214
Mitch Lightfoot,Kansas,29,26.4,96.7,18.7,52.6,54.23,10.7,14.4,2.5,23.2,16,26,0.615,38,70,0.5429999999999999,2,8,0.25,7.6,0.6,33.3,Sr,08-Jun,0.566484,100.743,6.0,2022,45620,all,96.9144,90.5661,1.34198,59.9821,0.6990810000000001,-2.53018,3.22927,-1.35627,10.6,-3.05315,1.69688,1.0667,1.4,2.4667,0.1333,0.1,0.8,3.4
Nate Johnson,Xavier,16,58.4,112.7,16.5,57.9,59.92,2.8,11.6,9.5,14.0,20,25,0.8,18,47,0.38299999999999995,42,93,0.452,0.2,2.2,17.9,Sr,04-Jun,2.64323,110.02,1.8,2022,45625,all,102.023,97.7261,3.15188,87.3567,4.25221,3.5549199999999996,0.697289,3.4750699999999997,31.0,2.73253,0.742542,0.75,3.4375,4.1875,1.6875,1.1875,0.0625,11.375
Drew Buggs,Winthrop,26,33.8,84.1,13.4,35.3,38.76,1.3,8.5,23.4,27.4,12,23,0.522,12,31,0.387,4,20,0.2,1.2,1.8,45.1,Sr,03-Jun,-0.22162600000000002,80.5331,3.4,2022,45642,all,104.49600000000001,98.2127,1.3629200000000001,57.606,-1.05925,-1.69935,0.640099,-0.7569,13.6538,-2.07368,1.3167799999999998,0.1538,1.0385,1.1923,1.8846,0.4231,0.1538,1.8462
Devin Kirby,Montana St.,18,28.2,110.5,7.0,64.3,52.04,8.8,9.2,5.2,17.3,3,13,0.231,9,14,0.643,0,0,0.0,1.9,0.2,92.9,Sr,11-Jun,0.0771733,86.9515,6.0,2022,45746,all,107.75299999999999,109.359,0.814489,35.483000000000004,-1.26845,-1.09941,-0.169035,-3.76937,13.45,-3.14393,-0.625437,1.2,1.1,2.3,0.4,0.05,0.25,1.5
Ben Coupet Jr.,Southern Illinois,25,80.6,111.3,16.3,55.4,58.23,4.0,9.6,12.5,17.2,48,67,0.716,43,80,0.537,43,114,0.377,1.0,2.0,34.5,Sr,07-Jun,2.11598,104.171,2.6,2022,45818,all,103.42299999999999,106.679,2.3018,137.321,0.42873100000000003,1.4795399999999999,-1.05081,0.763727,31.8846,1.21706,-0.453334,1.0385,2.5385,3.5769,1.9231,1.0385,0.2692,10.3462
Kenny Cooper,Tennessee St.,24,31.3,82.2,14.8,34.7,40.96,1.3,8.6,19.8,28.9,19,30,0.633,10,32,0.313,7,27,0.259,0.9,2.4,50.8,Sr,Jun-00,-0.48269399999999996,76.0866,4.5,2022,45823,all,100.087,99.2063,1.4731299999999998,62.806999999999995,-2.58405,-2.8319,0.247846,-3.7546,15.25,-4.8136,1.05901,0.1667,1.1667,1.3333,1.75,0.625,0.125,2.5
James Scott,Eastern Michigan,18,75.9,92.7,30.3,45.1,47.95,5.2,14.6,23.0,19.2,55,90,0.611,71,169,0.42,26,75,0.34700000000000003,0.2,3.0,36.9,Sr,05-Jun,1.71455,101.539,3.4,2022,45828,all,96.1971,98.2436,3.05488,106.469,0.545745,0.146125,0.39962,1.7859200000000002,28.9091,1.47596,0.309963,1.5909,3.4091,5.0,2.6364,1.5909,0.0455,13.7273
Nick Hopkins,Siena,11,54.6,122.4,10.4,56.1,58.42,2.0,8.8,5.6,6.3,12,16,0.75,10,18,0.556,18,48,0.375,0.0,2.3,24.2,Sr,Jun-00,2.16125,103.723,2.0,2022,45835,all,97.6432,103.927,2.73021,62.6759,1.69553,1.60375,0.09177819999999999,0.315602,33.7273,-0.594437,0.9100389999999999,0.5455,2.6364,3.1818,1.0,1.2727,0.0,7.8182
DeAndre Dishman,Middle Tennessee,22,59.4,83.7,19.6,40.6,43.12,6.6,16.8,9.5,19.1,27,48,0.563,58,142,0.408,0,1,0.0,1.0,3.6,33.6,Sr,06-Jun,-0.07555,84.3399,2.8,2022,45840,all,98.8633,99.8049,2.2644599999999997,111.29700000000001,-1.41016,-3.18286,1.7727,-1.5133299999999998,23.4348,-2.64819,1.13486,1.4783,3.0869999999999997,4.5652,1.0,1.4783,0.2174,6.3478
Osinachi Smart,College of Charleston,17,64.5,115.1,11.9,64.8,63.74,10.9,19.2,1.7,21.1,17,30,0.5670000000000001,35,54,0.648,0,0,0.0,2.0,1.4,55.6,Sr,08-Jun,1.35253,100.37299999999999,3.4,2022,45853,all,105.29899999999999,106.04,1.89819,79.0269,-1.4907700000000002,-0.653323,-0.8374450000000001,-1.89346,25.7895,-0.771446,-1.12202,2.2105,4.0526,6.2632,0.2632,0.5789,0.3684,4.8947
Corey Allen,Georgia St.,20,79.3,112.1,21.3,55.4,58.85,1.9,12.3,15.3,16.4,47,56,0.8390000000000001,48,99,0.485,53,131,0.405,0.3,1.1,24.3,Sr,02-Jun,2.9424099999999997,111.999,2.7,2022,45896,all,105.523,107.891,2.13059,108.07700000000001,0.5000439999999999,2.8351900000000003,-2.33514,1.8829799999999999,31.6364,3.3324300000000004,-1.44945,0.5455,3.5455,4.0909,2.7273,0.8182,0.0909,14.9545
Justin Hopkins,Texas Southern,25,72.5,104.0,15.3,46.2,53.19,5.2,9.2,7.6,18.1,67,89,0.753,47,100,0.47,17,57,0.298,0.3,1.6,56.7,Sr,05-Jun,1.0313700000000001,95.4996,1.9,2022,45906,all,102.016,108.428,1.9092099999999999,117.236,-1.10194,-0.0176035,-1.0843399999999999,-1.39516,28.6538,-0.44191899999999995,-0.9532450000000001,1.3462,2.6154,3.9615,1.2308,0.8077,0.0769,8.2692
Damien Sears,Southern,22,25.5,114.2,13.6,71.8,68.71,11.5,19.6,5.4,25.7,10,19,0.526,28,38,0.737,0,1,0.0,2.1,2.4,48.7,Sr,07-Jun,0.558797,99.7621,7.3,2022,45925,all,95.9421,100.24,1.04069,56.2793,-0.05723530000000001,-0.953102,0.895867,-1.9233200000000001,11.3913,-2.2737,0.350376,1.1739,2.0,3.1739,0.3478,0.6087,0.2609,3.0435
Patrick Tape,San Francisco,10,4.6,79.0,22.1,38.5,36.91,15.3,13.2,7.4,23.2,1,4,0.25,5,13,0.385,0,0,0.0,4.7,6.4,30.8,Sr,09-Jun,-0.0164482,84.1892,9.8,2022,45926,all,91.7643,86.3006,0.6316189999999999,11.9698,2.66656,-2.4344099999999997,5.10098,-2.2500400000000003,4.5,-6.02294,3.7728900000000003,0.6,0.5,1.1,0.2,0.5,0.2,1.1
Jordan Bell,Pacific,17,64.5,107.2,17.7,52.6,52.92,6.3,27.9,6.6,11.1,10,18,0.556,43,79,0.544,19,57,0.33299999999999996,4.2,2.5,13.2,Sr,08-Jun,1.9346900000000002,106.87899999999999,4.6,2022,45936,all,96.4467,92.3199,3.12575,101.421,4.9166300000000005,1.36364,3.5529900000000003,4.22766,25.6111,1.90165,2.326,1.5,5.4444,6.9444,0.8889,1.1111,0.8889,8.9444
Jalen Dupree,Tennessee St.,11,25.3,92.6,27.8,50.7,52.61,14.1,15.1,12.0,25.1,15,25,0.6,28,53,0.528,4,14,0.28600000000000003,5.1,0.6,37.3,Sr,08-Jun,0.82993,100.714,5.2,2022,46052,all,106.031,104.31700000000001,1.23157,33.4141,-1.39774,-1.61477,0.21703499999999998,-2.54231,15.8333,-1.0715700000000001,-1.47074,2.25,2.5,4.75,0.9167,0.1667,0.5833,8.0833
Abdul Ado,Cincinnati,33,68.2,105.8,12.9,55.4,58.01,11.3,16.8,4.8,24.4,42,63,0.667,77,139,0.5539999999999999,0,0,0.0,8.4,1.4,45.3,Sr,11-Jun,1.3754,99.7836,3.3,2022,46092,all,96.2474,92.2343,3.33164,185.417,6.92933,1.10801,5.82132,3.80176,27.697,0.825936,2.9758299999999998,2.6061,4.2424,6.8485,0.7273,0.6364,2.0,5.9394
Jaylen Fornes,UNC Wilmington,20,44.3,105.1,19.6,50.7,53.19,3.9,11.7,6.5,12.8,31,47,0.66,39,84,0.46399999999999997,23,61,0.377,0.2,1.5,32.4,Sr,03-Jun,1.1475899999999999,100.83,2.8,2022,46155,all,102.448,108.056,1.4147399999999999,74.5563,-3.4776800000000003,-0.859934,-2.61775,-1.61511,21.3333,0.213669,-1.8287799999999999,0.7619,2.3333,3.0952,0.8095,0.7619,0.0476,9.2857
Stafford Trueheart,Hofstra,7,5.9,118.8,12.4,45.5,54.26,4.1,12.5,6.4,8.5,4,4,1.0,2,5,0.4,2,6,0.33299999999999996,7.9,0.0,36.4,Sr,08-Jun,0.42071099999999995,100.68700000000001,2.9,2022,46159,all,107.209,108.811,0.502872,9.242360000000001,0.878199,-0.09213289999999999,0.970332,1.32681,7.8571,1.05715,0.26965700000000004,0.2857,0.8571,1.1429,0.2857,0.0,0.5714,2.0
Dejuan Clayton,Hartford,16,66.9,99.3,22.2,41.6,51.74,0.7,8.9,28.3,17.2,94,120,0.7829999999999999,39,95,0.41100000000000003,22,78,0.282,0.0,2.1,69.4,Sr,02-Jun,1.56325,97.4936,2.4,2022,46161,all,102.822,106.414,2.66235,113.311,-1.49768,-0.0327253,-1.46496,-2.1078200000000002,36.8125,-1.36889,-0.738933,0.25,3.5,3.75,5.1875,1.5625,0.0,14.875
Trevor Anderson,Valparaiso,29,33.0,123.1,11.7,63.7,64.49,2.2,9.5,16.3,16.5,12,18,0.667,20,38,0.526,13,24,0.542,0.0,0.9,29.0,Sr,03-Jun,1.47766,115.415,2.2,2022,46178,all,103.27799999999999,95.9495,1.53386,57.9977,3.1179200000000002,2.2267099999999997,0.8912030000000001,2.79751,14.2414,1.39477,1.4027399999999999,0.2759,1.1379,1.4138,1.2414,0.2069,0.0,3.1379
Rodney Miller Jr.,Miami FL,5,2.2,51.5,14.1,0.0,25.64,9.5,0.0,0.0,34.8,2,4,0.5,0,2,0.0,0,0,0.0,4.7,4.9,200.0,Sr,Jul-00,-0.665928,45.2745,6.7,2022,46263,all,100.53200000000001,102.875,0.406089,5.03985,-4.12504,-6.806710000000001,2.68168,-7.52617,4.8,-10.0063,2.48017,0.4,0.0,0.4,0.0,0.4,0.2,0.4
Brevin Galloway,Boston College,4,13.7,109.1,34.5,54.1,55.81,1.3,14.6,29.8,13.4,7,10,0.7,7,18,0.389,13,31,0.419,2.6,3.9,20.4,Sr,02-Jun,3.6294,129.295,0.8,2022,46357,all,100.994,100.139,2.2348,19.6785,6.524719999999999,7.03574,-0.51102,9.68408,23.75,8.90205,0.782029,0.25,2.75,3.0,2.75,1.5,0.5,15.0
